run_s,ccdf
0.03696265000156077,0.9999975885306694
0.03797868883163198,0.999997116287209
0.03902265679839033,0.9999965562635654
0.04009532162512846,0.999995893084507
0.041197472138514386,0.9999951088620482
0.0423299188486864,0.9999941828177157
0.043493494545293984,0.9999930908537387
0.044689054909922685,0.9999918050671965
0.04591747914535354,0.999990293200603
0.047179670622119786,0.999988518021827
0.04847655754283622,0.9999864366256452
0.04980909362478984,0.9999839996485851
0.05117825880129374,0.9999811503880714
0.05258505994231994,0.9999778238162172
0.05403053159494124,0.9999739454779203
0.05551573674412647,0.9999694302622469
0.057041767594448664,0.9999641810354002
0.05860974637328108,0.9999580871229029
0.06022082615607165,0.9999510226279812
0.06187619171430281,0.9999428445725196
0.0635770603867602,0.9999333908463951
0.06532468297475111,0.9999224779504926
0.0671203446619309,0.9999098985182766
0.06896536595941376,0.9998954186004619
0.07086110367686302,0.9998787746971063
0.0728089519202751,0.9998596705213615
0.07481034311719047,0.9998377734791872
0.07686674907008632,0.9998127108495801
0.07897968203872492,0.9997840656503127
0.08115069585225382,0.9997513721748525
0.08338138705187577,0.9997141111870492
0.0856733960649288,0.9996717047613746
0.08802840841123952,0.9996235107579953
0.09044815594263701,0.9995688169237752
0.09293441811653888,0.9995068346124677
0.09548902330454595,0.9994366921198946
0.0981138501370078,0.999357427632825
0.1008108288845483,0.9992679817935946
0.10358194287756664,0.9991671898862483
0.10642922996475822,0.9990537736541645
0.10935478401172742,0.9989263327637192
0.11236075644079495,0.9987833359335956
0.11544935781313163,0.9986231117548074
0.11862285945438228,0.9984438392323927
0.12188359512497522,0.9982435380860156
0.1252339627363457,0.9980200588533664
0.12867642611433522,0.9977710728472363
0.13221351681106375,0.9974940620244235
0.135847835966607,0.9971863088321423
0.1395820562218481,0.9968448861052978
0.14341892368391027,0.9964666470957851
0.14736125994561547,0.9960482157227908
0.15141196416045505,0.9955859771408174
0.15557401517459707,0.9950760687297386
0.15985047371749922,0.994514371618489
0.16424448465273786,0.9938965028609027
